X.chr	start	end	gene_id	gene.name	mean	percentile
chr19	4302430	4302431	ENSG00000167664.8	TMIGD2	0.0113401305296784	0.931177692079502
chr18	63871691	63871692	ENSG00000197632.8	SERPINB2	0.0113401305296784	0.931177692079502
chr17	68944530	68944531	ENSG00000231749.3	ABCA9-AS1	0.0113401305296784	0.931177692079502
chr17	62808343	62808344	ENSG00000173838.11	MARCHF10	0.0113401305296784	0.931177692079502
chr17	38851658	38851659	ENSG00000252699.1	SNORA21B	0.0113401305296784	0.931177692079502
chr17	21504557	21504558	ENSG00000244582.2	RPL21P120	0.0113401305296784	0.931177692079502
chr16	34268648	34268649	ENSG00000279800.2	BCLAF1P2	0.0113401305296784	0.931177692079502
chr16	18571161	18571162	ENSG00000256340.8	ABCC6P1	0.0113401305296784	0.931177692079502
chr15	98327493	98327494	ENSG00000277987.1	LINC02351	0.0113401305296784	0.931177692079502
chr15	74350767	74350768	ENSG00000260266.1	PPIAP46	0.0113401305296784	0.931177692079502
chr15	34850394	34850395	ENSG00000259751.1	TUBAP11	0.0113401305296784	0.931177692079502
chr14	39108341	39108342	ENSG00000258591.2	PPIAP4	0.0113401305296784	0.931177692079502
chr14	37596058	37596059	ENSG00000129514.5	FOXA1	0.0113401305296784	0.931177692079502
chr12	54009105	54009106	ENSG00000037965.5	HOXC8	0.0113401305296784	0.931177692079502
chr12	48998666	48998667	ENSG00000257913.2	DDN-AS1	0.0113401305296784	0.931177692079502
chr12	10170541	10170542	ENSG00000165685.8	TMEM52B	0.0113401305296784	0.931177692079502
chr12	4720101	4720102	ENSG00000255474.1	GAU1	0.0113401305296784	0.931177692079502
chr11	93535467	93535468	ENSG00000234106.3	SRP14P2	0.0113401305296784	0.931177692079502
chr11	58904214	58904215	ENSG00000156689.6	GLYATL2	0.0113401305296784	0.931177692079502
chr8	130084767	130084768	ENSG00000280543.1	ASAP1-IT2	0.0113401305296784	0.931177692079502
chr8	78837528	78837529	ENSG00000261618.1	LINC02605	0.0113401305296784	0.931177692079502
chr8	56477986	56477987	ENSG00000253541.1	SEPTIN10P1	0.0113401305296784	0.931177692079502
chr7	142749467	142749468	ENSG00000204983.13	PRSS1	0.0113401305296784	0.931177692079502
chr7	141708352	141708353	ENSG00000214102.7	WEE2	0.0113401305296784	0.931177692079502
chr7	129410369	129410370	ENSG00000238072.1	CDC26P1	0.0113401305296784	0.931177692079502
chr6	30983717	30983718	ENSG00000204544.5	MUC21	0.0113401305296784	0.931177692079502
chr5	133612563	133612564	ENSG00000053108.16	FSTL4	0.0113401305296784	0.931177692079502
chr5	82010093	82010094	ENSG00000251495.1	PPIAP11	0.0113401305296784	0.931177692079502
chr5	44395236	44395237	ENSG00000248464.1	FGF10-AS1	0.0113401305296784	0.931177692079502
chr4	105178062	105178063	ENSG00000251586.1	TET2-AS1	0.0113401305296784	0.931177692079502
chr3	195699400	195699401	ENSG00000207650.1	MIR570	0.0113401305296784	0.931177692079502
chr3	124953818	124953819	ENSG00000173702.7	MUC13	0.0113401305296784	0.931177692079502
chr3	114237577	114237578	ENSG00000174255.6	ZNF80	0.0113401305296784	0.931177692079502
chr3	102099243	102099244	ENSG00000170044.8	ZPLD1	0.0113401305296784	0.931177692079502
chr3	45796534	45796535	ENSG00000163817.15	SLC6A20	0.0113401305296784	0.931177692079502
chr3	23879497	23879498	ENSG00000231395.1	ARL4AP4	0.0113401305296784	0.931177692079502
chr2	222671785	222671786	ENSG00000124003.12	MOGAT1	0.0113401305296784	0.931177692079502
chr2	184598720	184598721	ENSG00000170396.7	ZNF804A	0.0113401305296784	0.931177692079502
chr2	68643588	68643589	ENSG00000169618.6	PROKR1	0.0113401305296784	0.931177692079502
chr2	6918708	6918709	ENSG00000228203.6	GRASLND	0.0113401305296784	0.931177692079502
chr1	162376869	162376870	ENSG00000171722.12	SPATA46	0.0113401305296784	0.931177692079502
chr1	153106183	153106184	ENSG00000203785.8	SPRR2E	0.0113401305296784	0.931177692079502
chr1	148021849	148021850	ENSG00000274372.4	LINC02804	0.0113401305296784	0.931177692079502
chr1	143885075	143885076	ENSG00000234571.1	H2BP2	0.0113401305296784	0.931177692079502
chr1	60073769	60073770	ENSG00000162598.13	C1orf87	0.0113401305296784	0.931177692079502
chrX	115702810	115702811	ENSG00000234785.1	EEF1GP5	0.010792528281208	0.92840897854247
chrX	106693793	106693794	ENSG00000133135.13	RNF128	0.010792528281208	0.92840897854247
chrX	68071766	68071767	ENSG00000228328.2	PGK1P1	0.010792528281208	0.92840897854247
chrX	63351841	63351842	ENSG00000233661.1	SPIN4-AS1	0.010792528281208	0.92840897854247
chrX	52833898	52833899	ENSG00000224781.1	EIF4A2P4	0.010792528281208	0.92840897854247
chrX	44029331	44029332	ENSG00000214019.2	RBM39P1	0.010792528281208	0.92840897854247
chr22	25647260	25647261	ENSG00000224003.1	YES1P1	0.010792528281208	0.92840897854247
chr22	24946694	24946695	ENSG00000206069.6	TMEM211	0.010792528281208	0.92840897854247
chr22	22195798	22195799	ENSG00000211640.4	IGLV6-57	0.010792528281208	0.92840897854247
chr20	63102140	63102141	ENSG00000231133.6	HAR1B	0.010792528281208	0.92840897854247
chr20	18504632	18504633	ENSG00000214612.3	RPS19P1	0.010792528281208	0.92840897854247
chr19	51531855	51531856	ENSG00000105492.15	SIGLEC6	0.010792528281208	0.92840897854247
chr19	17394157	17394158	ENSG00000269720.2	CCDC194	0.010792528281208	0.92840897854247
chr18	31447794	31447795	ENSG00000134757.4	DSG3	0.010792528281208	0.92840897854247
chr18	24628181	24628182	ENSG00000265485.5	LINC01915	0.010792528281208	0.92840897854247
chr17	59885014	59885015	ENSG00000270264.1	NDUFB8P2	0.010792528281208	0.92840897854247
chr16	85137149	85137150	ENSG00000278214.1	LINC02139	0.010792528281208	0.92840897854247
chr16	66918983	66918984	ENSG00000166589.12	CDH16	0.010792528281208	0.92840897854247
chr16	2830168	2830169	ENSG00000162078.11	ZG16B	0.010792528281208	0.92840897854247
chr15	92711807	92711808	ENSG00000253954.3	HMGN1P38	0.010792528281208	0.92840897854247
chr14	105863861	105863862	ENSG00000242472.1	IGHJ5	0.010792528281208	0.92840897854247
chr14	90367178	90367179	ENSG00000242571.1	RPL21P11	0.010792528281208	0.92840897854247
chr14	24507505	24507506	ENSG00000092009.10	CMA1	0.010792528281208	0.92840897854247
chr12	85280106	85280107	ENSG00000180318.3	ALX1	0.010792528281208	0.92840897854247
chr10	28899483	28899484	ENSG00000229605.5	RPL21P93	0.010792528281208	0.92840897854247
chr9	124001669	124001670	ENSG00000106689.10	LHX2	0.010792528281208	0.92840897854247
chr9	117181064	117181065	ENSG00000230734.1	RPL10P3	0.010792528281208	0.92840897854247
chr8	143160710	143160711	ENSG00000176956.12	LY6H	0.010792528281208	0.92840897854247
chr8	72537390	72537391	ENSG00000182674.5	KCNB2	0.010792528281208	0.92840897854247
chr8	11330887	11330888	ENSG00000177710.5	SLC35G5	0.010792528281208	0.92840897854247
chr7	125033452	125033453	ENSG00000186676.3	EEF1GP1	0.010792528281208	0.92840897854247
chr7	63900822	63900823	ENSG00000226581.1	LINC02848	0.010792528281208	0.92840897854247
chr7	43918696	43918697	ENSG00000237972.1	TUBG1P	0.010792528281208	0.92840897854247
chr7	27095995	27095996	ENSG00000105991.7	HOXA1	0.010792528281208	0.92840897854247
chr6	99174743	99174744	ENSG00000232699.3	BDH2P1	0.010792528281208	0.92840897854247
chr6	29708546	29708547	ENSG00000233916.1	ZDHHC20P1	0.010792528281208	0.92840897854247
chr6	26199242	26199243	ENSG00000196866.2	H2AC7	0.010792528281208	0.92840897854247
chr6	22136668	22136669	ENSG00000260455.1	NBAT1	0.010792528281208	0.92840897854247
chr6	17531651	17531652	ENSG00000184612.8	RPL7P26	0.010792528281208	0.92840897854247
chr5	150485298	150485299	ENSG00000254333.1	NDST1-AS1	0.010792528281208	0.92840897854247
chr5	140822193	140822194	ENSG00000204965.8	PCDHA5	0.010792528281208	0.92840897854247
chr5	76850000	76850001	ENSG00000171643.13	S100Z	0.010792528281208	0.92840897854247
chr5	71259237	71259238	ENSG00000235558.3	GUSBP17	0.010792528281208	0.92840897854247
chr4	8592659	8592660	ENSG00000109625.18	CPZ	0.010792528281208	0.92840897854247
chr3	95683192	95683193	ENSG00000244681.1	MTHFD2P1	0.010792528281208	0.92840897854247
chr2	230961065	230961066	ENSG00000135898.9	GPR55	0.010792528281208	0.92840897854247
chr2	120211053	120211054	ENSG00000236878.1	MTATP6P26	0.010792528281208	0.92840897854247
chr2	89117843	89117844	ENSG00000240382.3	IGKV1-17	0.010792528281208	0.92840897854247
chr2	43838864	43838865	ENSG00000138075.11	ABCG5	0.010792528281208	0.92840897854247
chr2	37876273	37876274	ENSG00000237803.5	LINC00211	0.010792528281208	0.92840897854247
chr1	222737206	222737207	ENSG00000197520.10	FAM177B	0.010792528281208	0.92840897854247
chr1	149832658	149832659	ENSG00000270882.2	H4C14	0.010792528281208	0.92840897854247
chr1	119534745	119534746	ENSG00000226443.3	GAPDHP32	0.010792528281208	0.92840897854247
chrX	135947138	135947139	ENSG00000230162.1	CT45A11P	0.0102485338855901	0.925788588944922
chrX	56737576	56737577	ENSG00000237748.1	UQCRBP1	0.0102485338855901	0.925788588944922
chr21	44160075	44160076	ENSG00000225331.1	LINC01678	0.0102485338855901	0.925788588944922
chr20	4630218	4630219	ENSG00000226948.1	RPS4XP2	0.0102485338855901	0.925788588944922
chr19	57668934	57668935	ENSG00000180532.10	ZSCAN4	0.0102485338855901	0.925788588944922
chr19	49490614	49490615	ENSG00000199631.1	SNORD33	0.0102485338855901	0.925788588944922
chr19	46558640	46558641	ENSG00000249210.1	GAPDHP38	0.0102485338855901	0.925788588944922
chr19	17871972	17871973	ENSG00000105641.3	SLC5A5	0.0102485338855901	0.925788588944922
chr19	9185593	9185594	ENSG00000188000.3	OR7D2	0.0102485338855901	0.925788588944922
chr19	7492975	7492976	ENSG00000198723.10	TEX45	0.0102485338855901	0.925788588944922
chr17	69318732	69318733	ENSG00000267203.1	SNRPGP4	0.0102485338855901	0.925788588944922
chr17	60435995	60435996	ENSG00000213228.5	RPL12P38	0.0102485338855901	0.925788588944922
chr17	48997411	48997412	ENSG00000159217.9	IGF2BP1	0.0102485338855901	0.925788588944922
chr17	16746760	16746761	ENSG00000226478.3	UPF3AP1	0.0102485338855901	0.925788588944922
chr16	6019093	6019094	ENSG00000078328.19	RBFOX1	0.0102485338855901	0.925788588944922
chr16	2817179	2817180	ENSG00000007038.10	PRSS21	0.0102485338855901	0.925788588944922
chr15	78863728	78863729	ENSG00000243711.1	RPL21P116	0.0102485338855901	0.925788588944922
chr15	36818458	36818459	ENSG00000223518.5	CSNK1A1P1	0.0102485338855901	0.925788588944922
chr14	106511855	106511856	ENSG00000211962.2	IGHV1-46	0.0102485338855901	0.925788588944922
chr14	106374144	106374145	ENSG00000211956.2	IGHV4-34	0.0102485338855901	0.925788588944922
chr14	28264389	28264390	ENSG00000197358.9	BNIP3P1	0.0102485338855901	0.925788588944922
chr13	49488969	49488970	ENSG00000236577.1	SNRPGP14	0.0102485338855901	0.925788588944922
chr13	48001388	48001389	ENSG00000227848.1	SUCLA2-AS1	0.0102485338855901	0.925788588944922
chr13	46486505	46486506	ENSG00000231817.7	LINC01198	0.0102485338855901	0.925788588944922
chr13	30803205	30803206	ENSG00000237879.1	LINC00398	0.0102485338855901	0.925788588944922
chr12	68627186	68627187	ENSG00000234040.3	RPL10P12	0.0102485338855901	0.925788588944922
chr12	19089150	19089151	ENSG00000227525.4	RPL7P6	0.0102485338855901	0.925788588944922
chr11	76216024	76216025	ENSG00000255362.1	LINC02761	0.0102485338855901	0.925788588944922
chr11	65787021	65787022	ENSG00000172818.9	OVOL1	0.0102485338855901	0.925788588944922
chr11	63632232	63632233	ENSG00000270269.1	IMMP1LP1	0.0102485338855901	0.925788588944922
chr11	46386607	46386608	ENSG00000180720.7	CHRM4	0.0102485338855901	0.925788588944922
chr9	128469181	128469182	ENSG00000225951.1	ODF2-AS1	0.0102485338855901	0.925788588944922
chr9	68541035	68541036	ENSG00000226337.3	TMEM252-DT	0.0102485338855901	0.925788588944922
chr9	27005692	27005693	ENSG00000184434.7	LRRC19	0.0102485338855901	0.925788588944922
chr8	98064310	98064311	ENSG00000177459.10	ERICH5	0.0102485338855901	0.925788588944922
chr8	79572334	79572335	ENSG00000240540.2	RPL3P9	0.0102485338855901	0.925788588944922
chr8	61632011	61632012	ENSG00000222898.1	RN7SKP97	0.0102485338855901	0.925788588944922
chr7	101165592	101165593	ENSG00000128564.6	VGF	0.0102485338855901	0.925788588944922
chr6	159780380	159780381	ENSG00000207392.1	SNORA20	0.0102485338855901	0.925788588944922
chr6	33112450	33112451	ENSG00000224557.7	HLA-DPB2	0.0102485338855901	0.925788588944922
chr6	33079450	33079451	ENSG00000224796.1	RPL32P1	0.0102485338855901	0.925788588944922
chr6	31592984	31592985	ENSG00000204475.9	NCR3	0.0102485338855901	0.925788588944922
chr6	31355315	31355316	ENSG00000277402.1	MIR6891	0.0102485338855901	0.925788588944922
chr6	26251650	26251651	ENSG00000275713.2	H2BC9	0.0102485338855901	0.925788588944922
chr5	27472291	27472292	ENSG00000250337.5	PURPL	0.0102485338855901	0.925788588944922
chr4	109555169	109555170	ENSG00000249965.2	CDC42P4	0.0102485338855901	0.925788588944922
chr4	66094141	66094142	ENSG00000236562.4	IFITM3P1	0.0102485338855901	0.925788588944922
chr3	191199240	191199241	ENSG00000188729.6	OSTN	0.0102485338855901	0.925788588944922
chr3	138132386	138132387	ENSG00000118017.3	A4GNT	0.0102485338855901	0.925788588944922
chr3	75491201	75491202	ENSG00000239959.1	ENPP7P2	0.0102485338855901	0.925788588944922
chr3	68004215	68004216	ENSG00000183662.10	TAFA1	0.0102485338855901	0.925788588944922
chr3	57628809	57628810	ENSG00000239801.1	DENND6A-AS1	0.0102485338855901	0.925788588944922
chr3	49554365	49554366	ENSG00000226913.1	BSN-DT	0.0102485338855901	0.925788588944922
chr3	48256585	48256586	ENSG00000229759.1	MRPS18AP1	0.0102485338855901	0.925788588944922
chr2	227813841	227813842	ENSG00000115009.11	CCL20	0.0102485338855901	0.925788588944922
chr2	174025279	174025280	ENSG00000260868.1	LINC01960	0.0102485338855901	0.925788588944922
chr2	153478807	153478808	ENSG00000177519.3	RPRM	0.0102485338855901	0.925788588944922
chr2	73642392	73642393	ENSG00000144035.3	NAT8	0.0102485338855901	0.925788588944922
chr1	226223617	226223618	ENSG00000185155.11	MIXL1	0.0102485338855901	0.925788588944922
chr1	166747378	166747379	ENSG00000232341.2	RPL4P2	0.0102485338855901	0.925788588944922
chr1	157073256	157073257	ENSG00000224520.2	KRT8P45	0.0102485338855901	0.925788588944922
chr1	153031201	153031202	ENSG00000169469.8	SPRR1B	0.0102485338855901	0.925788588944922
chr1	152414262	152414263	ENSG00000143536.7	CRNN	0.0102485338855901	0.925788588944922
chr1	46674035	46674036	ENSG00000228237.5	EFCAB14-AS1	0.0102485338855901	0.925788588944922
chr1	36084074	36084075	ENSG00000092850.11	TEKT2	0.0102485338855901	0.925788588944922
chr1	26374521	26374522	ENSG00000176083.17	ZNF683	0.0102485338855901	0.925788588944922
chrX	71106787	71106788	ENSG00000204165.5	CXorf65	0.00970834880104821	0.922525462276278
chrX	16123555	16123556	ENSG00000126010.5	GRPR	0.00970834880104821	0.922525462276278
chr19	49058859	49058860	ENSG00000196337.11	CGB7	0.00970834880104821	0.922525462276278
chr19	21997647	21997648	ENSG00000271095.1	BNIP3P28	0.00970834880104821	0.922525462276278
chr18	27185316	27185317	ENSG00000154080.13	CHST9	0.00970834880104821	0.922525462276278
chr18	22900994	22900995	ENSG00000265939.1	UBE2CP2	0.00970834880104821	0.922525462276278
chr18	3466249	3466250	ENSG00000266835.5	GAPLINC	0.00970834880104821	0.922525462276278
chr17	40782533	40782534	ENSG00000171446.6	KRT27	0.00970834880104821	0.922525462276278
chr17	35868890	35868891	ENSG00000270379.5	HEATR9	0.00970834880104821	0.922525462276278
chr17	22523110	22523111	ENSG00000256618.2	MTRNR2L1	0.00970834880104821	0.922525462276278
chr17	18411158	18411159	ENSG00000220161.4	LINC02076	0.00970834880104821	0.922525462276278
chr17	8560470	8560471	ENSG00000270606.1	PPIAP52	0.00970834880104821	0.922525462276278
chr17	6713566	6713567	ENSG00000141485.16	SLC13A5	0.00970834880104821	0.922525462276278
chr17	3472340	3472341	ENSG00000141255.12	SPATA22	0.00970834880104821	0.922525462276278
chr16	57976434	57976435	ENSG00000159648.11	TEPP	0.00970834880104821	0.922525462276278
chr16	31393311	31393312	ENSG00000156886.11	ITGAD	0.00970834880104821	0.922525462276278
chr15	50546707	50546708	ENSG00000170236.14	USP50	0.00970834880104821	0.922525462276278
chr15	40844386	40844387	ENSG00000261183.5	SPINT1-AS1	0.00970834880104821	0.922525462276278
chr14	55766176	55766177	ENSG00000177350.6	RPL13AP3	0.00970834880104821	0.922525462276278
chr13	44594857	44594858	ENSG00000230793.1	SMARCE1P5	0.00970834880104821	0.922525462276278
chr13	21377873	21377874	ENSG00000236953.1	ZDHHC20-IT1	0.00970834880104821	0.922525462276278
chr11	64646398	64646399	ENSG00000237410.1	NRXN2-AS1	0.00970834880104821	0.922525462276278
chr11	34621092	34621093	ENSG00000135373.12	EHF	0.00970834880104821	0.922525462276278
chr11	14972353	14972354	ENSG00000110680.12	CALCA	0.00970834880104821	0.922525462276278
chr10	123356449	123356450	ENSG00000230131.5	LINC02641	0.00970834880104821	0.922525462276278
chr10	103745965	103745966	ENSG00000280693.2	SH3PXD2A-AS1	0.00970834880104821	0.922525462276278
chr10	92669742	92669743	ENSG00000236493.2	EIF2S2P3	0.00970834880104821	0.922525462276278
chr9	136815535	136815536	ENSG00000213212.3	NCLP1	0.00970834880104821	0.922525462276278
chr9	89639813	89639814	ENSG00000237372.2	UNQ6494	0.00970834880104821	0.922525462276278
chr9	35870600	35870601	ENSG00000168828.5	OR13J1	0.00970834880104821	0.922525462276278
chr8	38974163	38974164	ENSG00000169495.4	HTRA4	0.00970834880104821	0.922525462276278
chr7	155458128	155458129	ENSG00000164778.4	EN2	0.00970834880104821	0.922525462276278
chr7	130853719	130853720	ENSG00000233559.1	LINC00513	0.00970834880104821	0.922525462276278
chr7	115078957	115078958	ENSG00000225535.6	LINC01393	0.00970834880104821	0.922525462276278
chr7	64862998	64862999	ENSG00000213640.3	EEF1DP4	0.00970834880104821	0.922525462276278
chr6	136629171	136629172	ENSG00000234263.1	MAP3K5-AS1	0.00970834880104821	0.922525462276278
chr6	98834591	98834592	ENSG00000184486.9	POU3F2	0.00970834880104821	0.922525462276278
chr6	52803909	52803910	ENSG00000243955.5	GSTA1	0.00970834880104821	0.922525462276278
chr5	127512841	127512842	ENSG00000250859.1	HNRNPKP1	0.00970834880104821	0.922525462276278
chr5	39371289	39371290	ENSG00000113600.10	C9	0.00970834880104821	0.922525462276278
chr4	184799045	184799046	ENSG00000249138.1	SLED1	0.00970834880104821	0.922525462276278
chr3	184135237	184135238	ENSG00000272721.5	EIF2B5-DT	0.00970834880104821	0.922525462276278
chr3	152449271	152449272	ENSG00000201217.1	Y_RNA	0.00970834880104821	0.922525462276278
chr3	138947139	138947140	ENSG00000183770.5	FOXL2	0.00970834880104821	0.922525462276278
chr3	124153062	124153063	ENSG00000240622.1	RPL7P15	0.00970834880104821	0.922525462276278
chr2	89010514	89010515	ENSG00000241755.1	IGKV1-9	0.00970834880104821	0.922525462276278
chr1	207104261	207104262	ENSG00000123838.10	C4BPA	0.00970834880104821	0.922525462276278
chr1	160326215	160326216	ENSG00000202078.1	Y_RNA	0.00970834880104821	0.922525462276278
chr1	152908544	152908545	ENSG00000163207.6	IVL	0.00970834880104821	0.922525462276278
chr1	110209986	110209987	ENSG00000224965.1	LINC02586	0.00970834880104821	0.922525462276278
chr1	50048013	50048014	ENSG00000162374.16	ELAVL4	0.00970834880104821	0.922525462276278
chrX	74121011	74121012	ENSG00000232928.2	DDX3P1	0.00917219161054186	0.920003955305053
chrX	23351012	23351013	ENSG00000226774.1	HIKESHIP1	0.00917219161054186	0.920003955305053
chr22	43110747	43110748	ENSG00000100290.2	BIK	0.00917219161054186	0.920003955305053
chr22	38231719	38231720	ENSG00000241693.2	RN7SL704P	0.00917219161054186	0.920003955305053
chr22	22357738	22357739	ENSG00000211648.2	IGLV1-47	0.00917219161054186	0.920003955305053
chr19	41750976	41750977	ENSG00000086548.8	CEACAM6	0.00917219161054186	0.920003955305053
chr19	22634323	22634324	ENSG00000229676.2	ZNF492	0.00917219161054186	0.920003955305053
chr19	17794827	17794828	ENSG00000179913.10	B3GNT3	0.00917219161054186	0.920003955305053
chr18	45825511	45825512	ENSG00000197046.11	SIGLEC15	0.00917219161054186	0.920003955305053
chr17	40703749	40703750	ENSG00000167916.4	KRT24	0.00917219161054186	0.920003955305053
chr17	76865	76866	ENSG00000280279.1	LINC02887	0.00917219161054186	0.920003955305053
chr16	75218999	75219000	ENSG00000168925.10	CTRB1	0.00917219161054186	0.920003955305053
chr16	67326762	67326763	ENSG00000168676.10	KCTD19	0.00917219161054186	0.920003955305053
chr16	30184562	30184563	ENSG00000261416.1	CORO1A-AS1	0.00917219161054186	0.920003955305053
chr16	11242652	11242653	ENSG00000263179.1	HNRNPCP4	0.00917219161054186	0.920003955305053
chr16	3144242	3144243	ENSG00000228146.7	CASP16P	0.00917219161054186	0.920003955305053
chr15	90206571	90206572	ENSG00000225193.5	RPS12P26	0.00917219161054186	0.920003955305053
chr15	45252229	45252230	ENSG00000137860.11	SLC28A2	0.00917219161054186	0.920003955305053
chr15	40760596	40760597	ENSG00000271236.1	SUMO2P15	0.00917219161054186	0.920003955305053
chr15	37984765	37984766	ENSG00000259225.6	LINC02345	0.00917219161054186	0.920003955305053
chr14	76635660	76635661	ENSG00000242952.1	RPSAP3	0.00917219161054186	0.920003955305053
chr14	58395915	58395916	ENSG00000196860.7	TOMM20L	0.00917219161054186	0.920003955305053
chr14	43300262	43300263	ENSG00000259051.1	HNRNPUP1	0.00917219161054186	0.920003955305053
chr13	48328563	48328564	ENSG00000177197.7	PCNPP5	0.00917219161054186	0.920003955305053
chr13	29490104	29490105	ENSG00000179141.9	MTUS2-AS1	0.00917219161054186	0.920003955305053
chr11	94305591	94305592	ENSG00000183560.9	IZUMO1R	0.00917219161054186	0.920003955305053
chr11	18455823	18455824	ENSG00000166800.9	LDHAL6A	0.00917219161054186	0.920003955305053
chr10	100330485	100330486	ENSG00000107593.16	PKD2L1	0.00917219161054186	0.920003955305053
chr10	91807438	91807439	ENSG00000180581.7	SRP9P1	0.00917219161054186	0.920003955305053
chr10	72918533	72918534	ENSG00000215086.2	NPM1P24	0.00917219161054186	0.920003955305053
chr10	42475348	42475349	ENSG00000182632.15	CCNYL2	0.00917219161054186	0.920003955305053
chr9	96910075	96910076	ENSG00000269907.1	PTMAP11	0.00917219161054186	0.920003955305053
chr9	76764435	76764436	ENSG00000225937.1	PCA3	0.00917219161054186	0.920003955305053
chr9	21812346	21812347	ENSG00000229298.1	TUBB8P1	0.00917219161054186	0.920003955305053
chr8	138496821	138496822	ENSG00000147724.11	FAM135B	0.00917219161054186	0.920003955305053
chr8	85379013	85379014	ENSG00000133742.13	CA1	0.00917219161054186	0.920003955305053
chr8	22492630	22492631	ENSG00000254272.1	BTF3P3	0.00917219161054186	0.920003955305053
chr8	6878021	6878022	ENSG00000164825.3	DEFB1	0.00917219161054186	0.920003955305053
chr7	135317751	135317752	ENSG00000276067.2	SLC23A4P	0.00917219161054186	0.920003955305053
chr7	75823355	75823356	ENSG00000106178.6	CCL24	0.00917219161054186	0.920003955305053
chr6	116453564	116453565	ENSG00000217241.1	CBX3P9	0.00917219161054186	0.920003955305053
chr6	32473499	32473500	ENSG00000196301.3	HLA-DRB9	0.00917219161054186	0.920003955305053
chr6	29975111	29975112	ENSG00000204625.10	HCG9	0.00917219161054186	0.920003955305053
chr5	175796309	175796310	ENSG00000145920.14	CPLX2	0.00917219161054186	0.920003955305053
chr5	168529115	168529116	ENSG00000188573.7	FBLL1	0.00917219161054186	0.920003955305053
chr5	149545809	149545810	ENSG00000241112.1	RPL29P14	0.00917219161054186	0.920003955305053
chr5	135834648	135834649	ENSG00000145832.12	SLC25A48	0.00917219161054186	0.920003955305053
chr5	70462243	70462244	ENSG00000250687.6	NAIPP1	0.00917219161054186	0.920003955305053
chr4	143424752	143424753	ENSG00000243175.1	RPSAP36	0.00917219161054186	0.920003955305053
chr4	76898146	76898147	ENSG00000186212.3	SOWAHB	0.00917219161054186	0.920003955305053
chr4	68038543	68038544	ENSG00000227725.3	GCOM2	0.00917219161054186	0.920003955305053
chr4	53987057	53987058	ENSG00000229585.4	RPL21P44	0.00917219161054186	0.920003955305053
chr3	178272931	178272932	ENSG00000197584.11	KCNMB2	0.00917219161054186	0.920003955305053
chr3	161426426	161426427	ENSG00000240567.1	LINC02067	0.00917219161054186	0.920003955305053
chr3	134352112	134352113	ENSG00000214289.2	RPL39P5	0.00917219161054186	0.920003955305053
chr3	126103846	126103847	ENSG00000250218.1	ALDH1L1-AS1	0.00917219161054186	0.920003955305053
chr3	44624796	44624797	ENSG00000233509.2	ZNF197-AS1	0.00917219161054186	0.920003955305053
chr3	36976315	36976316	ENSG00000236165.1	PRADC1P1	0.00917219161054186	0.920003955305053
chr3	13933055	13933056	ENSG00000275340.1	FGD5P1	0.00917219161054186	0.920003955305053
chr1	220625739	220625740	ENSG00000233012.2	HDAC1P2	0.00917219161054186	0.920003955305053
chr1	203494142	203494143	ENSG00000188770.9	OPTC	0.00917219161054186	0.920003955305053
chr1	89364057	89364058	ENSG00000183347.14	GBP6	0.00917219161054186	0.920003955305053
chr1	64171296	64171297	ENSG00000223949.6	ROR1-AS1	0.00917219161054186	0.920003955305053
chr1	39570479	39570480	ENSG00000228060.1	PABPC4-AS1	0.00917219161054186	0.920003955305053
chr1	37544762	37544763	ENSG00000232273.1	FTH1P1	0.00917219161054186	0.920003955305053
chr1	26209740	26209741	ENSG00000236155.6	ZPLD2P	0.00917219161054186	0.920003955305053
chr1	25294642	25294643	ENSG00000224183.1	SDHDP6	0.00917219161054186	0.920003955305053
chr1	23581494	23581495	ENSG00000197880.8	MDS2	0.00917219161054186	0.920003955305053
chrX	155292168	155292169	ENSG00000228986.1	PHF10P1	0.0086403007285259	0.916641946010086
chrX	119942833	119942834	ENSG00000282933.2	RHOXF1P3	0.0086403007285259	0.916641946010086
chrX	70259763	70259764	ENSG00000186912.6	P2RY4	0.0086403007285259	0.916641946010086
chrX	57680259	57680260	ENSG00000215174.2	NLRP2B	0.0086403007285259	0.916641946010086
chrX	41345875	41345876	ENSG00000264573.2	RN7SL15P	0.0086403007285259	0.916641946010086
chr22	22720622	22720623	ENSG00000211663.2	IGLV3-19	0.0086403007285259	0.916641946010086
chr20	35490981	35490982	ENSG00000230155.6	CEP250-AS1	0.0086403007285259	0.916641946010086
chr19	54803534	54803535	ENSG00000189013.14	KIR2DL4	0.0086403007285259	0.916641946010086
chr18	62442027	62442028	ENSG00000266920.1	ACTBP9	0.0086403007285259	0.916641946010086
chr18	6256746	6256747	ENSG00000264707.1	L3MBTL4-AS1	0.0086403007285259	0.916641946010086
chr17	68198920	68198921	ENSG00000267472.1	ARHGAP27P2	0.0086403007285259	0.916641946010086
chr17	47957877	47957878	ENSG00000167183.2	PRR15L	0.0086403007285259	0.916641946010086
chr17	46979247	46979248	ENSG00000179673.4	RPRML	0.0086403007285259	0.916641946010086
chr16	80892594	80892595	ENSG00000260896.5	ARLNC1	0.0086403007285259	0.916641946010086
chr15	90291961	90291962	ENSG00000214433.4	GOLGA2P8	0.0086403007285259	0.916641946010086
